# Número de partículas:      16384
# Temperatura de referencia: 2.00
# Pasos de equilibración:    500
# Pasos de medición:         1500
# (mediciones cada 10 pasos)
# densidad, volumen, energía potencial media, presión media
1.200000	13653.333008	-90038.460000	28.832145
1.100000	14894.544922	-97264.186667	17.714069
1.000000	16384.000000	-82775.506667	15.203491
0.900000	18204.445312	-82488.453333	9.113489
0.800000	20480.000000	-78018.320000	5.279705
0.700000	23405.714844	-70539.220000	3.032475
0.600000	27306.666016	-61454.406667	1.764679
0.500000	32768.000000	-51619.740000	1.073136
0.400000	40960.000000	-41527.193333	0.707167
# Tiempo total de simulación = 95.358044 segundos
# Tiempo simulado = 108.004065 [fs]
# ns/day = 0.097858
# cells/s = 171.815605

