# Número de partículas:      256
# Temperatura de referencia: 2.00
# Pasos de equilibración:    500
# Pasos de medición:         1500
# (mediciones cada 10 pasos)
# densidad, volumen, energía potencial media, presión media
1.200000	213.333328	-1405.194479	28.859473
1.100000	232.727264	-1522.995417	17.654207
1.000000	256.000000	-1284.031771	15.378340
0.900000	284.444458	-1288.569688	9.148675
0.800000	320.000000	-1218.366146	5.263343
0.700000	365.714294	-1104.085938	2.978859
0.600000	426.666656	-963.378646	1.719533
0.500000	512.000000	-807.152760	1.056296
0.400000	640.000000	-644.931719	0.702591
# Tiempo total de simulación = 10.729979 segundos
# Tiempo simulado = 108.004065 [fs]
# ns/day = 0.869671
# cells/s = 23.858388

