# Número de partículas:      864
# Temperatura de referencia: 2.00
# Pasos de equilibración:    500
# Pasos de medición:         1500
# (mediciones cada 10 pasos)
# densidad, volumen, energía potencial media, presión media
1.200000	720.000000	-4750.155833	28.821533
1.100000	785.454529	-5123.360417	17.755326
1.000000	864.000000	-4358.067083	15.235311
0.900000	960.000000	-4337.634167	9.175225
0.800000	1080.000000	-4115.114167	5.256050
0.700000	1234.285767	-3719.859583	3.048115
0.600000	1440.000000	-3231.454375	1.799754
0.500000	1728.000000	-2725.990625	1.075472
0.400000	2160.000000	-2180.613750	0.694351
# Tiempo total de simulación = 8.268325 segundos
# Tiempo simulado = 108.004065 [fs]
# ns/day = 1.128590
# cells/s = 104.495161

