# Número de partículas:      2048
# Temperatura de referencia: 2.00
# Pasos de equilibración:    500
# Pasos de medición:         1500
# (mediciones cada 10 pasos)
# densidad, volumen, energía potencial media, presión media
1.200000	1706.666626	-11256.389167	28.828835
1.100000	1861.818115	-12158.399167	17.714279
1.000000	2048.000000	-10346.032500	15.200353
0.900000	2275.555664	-10307.974167	9.122435
0.800000	2560.000000	-9745.942500	5.291462
0.700000	2925.714355	-8818.953333	3.029718
0.600000	3413.333252	-7690.847500	1.748375
0.500000	4096.000000	-6455.208333	1.067815
0.400000	5120.000000	-5181.752500	0.708767
# Tiempo total de simulación = 13.504665 segundos
# Tiempo simulado = 108.004065 [fs]
# ns/day = 0.690987
# cells/s = 151.651300

