# Número de partículas:      5324
# Temperatura de referencia: 2.00
# Pasos de equilibración:    500
# Pasos de medición:         1500
# (mediciones cada 10 pasos)
# densidad, volumen, energía potencial media, presión media
1.200000	4436.666504	-29256.503333	28.833464
1.100000	4840.000000	-31600.906667	17.721444
1.000000	5324.000000	-26892.663333	15.204030
0.900000	5915.555664	-26812.383333	9.109188
0.800000	6655.000000	-25331.008333	5.296245
0.700000	7605.714355	-22936.288333	3.027381
0.600000	8873.333008	-19994.550000	1.749551
0.500000	10648.000000	-16779.685000	1.072506
0.400000	13310.000000	-13504.980833	0.700516
# Tiempo total de simulación = 27.739673 segundos
# Tiempo simulado = 108.004065 [fs]
# ns/day = 0.336397
# cells/s = 191.927278

