# Número de partículas:      19652
# Temperatura de referencia: 2.00
# Pasos de equilibración:    500
# Pasos de medición:         1500
# (mediciones cada 10 pasos)
# densidad, volumen, energía potencial media, presión media
1.200000	16376.666016	-107998.793333	28.832077
1.100000	17865.455078	-116632.186667	17.723498
1.000000	19652.000000	-99222.580000	15.219508
0.900000	21835.556641	-98940.693333	9.115071
0.800000	24565.000000	-93521.513333	5.289601
0.700000	28074.287109	-84635.846667	3.026574
0.600000	32753.332031	-73784.133333	1.757836
0.500000	39304.000000	-61914.353333	1.071161
0.400000	49130.000000	-49883.263333	0.700149
# Tiempo total de simulación = 97.140140 segundos
# Tiempo simulado = 108.004065 [fs]
# ns/day = 0.096063
# cells/s = 202.305658

