# Número de partículas:      10976
# Temperatura de referencia: 2.00
# Pasos de equilibración:    500
# Pasos de medición:         1500
# (mediciones cada 10 pasos)
# densidad, volumen, energía potencial media, presión media
1.200000	9146.666016	-60308.846667	28.836650
1.100000	9978.181641	-65140.286667	17.724718
1.000000	10976.000000	-55503.330000	15.180654
0.900000	12195.555664	-55261.396667	9.115308
0.800000	13720.000000	-52220.950000	5.297227
0.700000	15680.000000	-47278.883333	3.024761
0.600000	18293.332031	-41178.323333	1.759964
0.500000	21952.000000	-34616.330000	1.074846
0.400000	27440.000000	-27814.663333	0.700201
# Tiempo total de simulación = 55.042427 segundos
# Tiempo simulado = 108.004065 [fs]
# ns/day = 0.169534
# cells/s = 199.409810

