# Número de partículas:      500
# Temperatura de referencia: 2.00
# Pasos de equilibración:    500
# Pasos de medición:         1500
# (mediciones cada 10 pasos)
# densidad, volumen, energía potencial media, presión media
1.200000	416.666656	-2746.026667	28.843301
1.100000	454.545441	-2962.382500	17.772420
1.000000	500.000000	-2526.065208	15.212331
0.900000	555.555542	-2520.553333	9.069415
0.800000	625.000000	-2379.165417	5.289466
0.700000	714.285706	-2152.705833	3.029745
0.600000	833.333313	-1877.164167	1.738926
0.500000	1000.000000	-1575.415208	1.052428
0.400000	1250.000000	-1271.378125	0.720385
# Tiempo total de simulación = 9.206063 segundos
# Tiempo simulado = 108.004065 [fs]
# ns/day = 1.013631
# cells/s = 54.312036

