# Número de partículas:      13500
# Temperatura de referencia: 2.00
# Pasos de equilibración:    500
# Pasos de medición:         1500
# (mediciones cada 10 pasos)
# densidad, volumen, energía potencial media, presión media
1.200000	11250.000000	-74187.800000	28.833818
1.100000	12272.726562	-80083.213333	17.739948
1.000000	13500.000000	-68225.913333	15.195851
0.900000	15000.000000	-68001.886667	9.105361
0.800000	16875.000000	-64229.126667	5.296963
0.700000	19285.714844	-58120.486667	3.033766
0.600000	22500.000000	-50643.733333	1.758784
0.500000	27000.000000	-42560.750000	1.070060
0.400000	33750.000000	-34267.850000	0.699128
# Tiempo total de simulación = 66.505906 segundos
# Tiempo simulado = 108.004065 [fs]
# ns/day = 0.140312
# cells/s = 202.989491

