# Número de partículas:      2916
# Temperatura de referencia: 2.00
# Pasos de equilibración:    500
# Pasos de medición:         1500
# (mediciones cada 10 pasos)
# densidad, volumen, energía potencial media, presión media
1.200000	2430.000000	-16019.920000	28.843099
1.100000	2650.908936	-17297.711667	17.738859
1.000000	2916.000000	-14749.918333	15.170793
0.900000	3240.000000	-14679.351667	9.118812
0.800000	3645.000000	-13882.623333	5.279211
0.700000	4165.714355	-12560.562500	3.027712
0.600000	4860.000000	-10946.431667	1.760839
0.500000	5832.000000	-9181.750000	1.080322
0.400000	7290.000000	-7414.010000	0.697347
# Tiempo total de simulación = 17.023190 segundos
# Tiempo simulado = 108.004065 [fs]
# ns/day = 0.548167
# cells/s = 171.295749

