# Número de partículas:      256
# Temperatura de referencia: 2.00
# Pasos de equilibración:    500
# Pasos de medición:         1500
# (mediciones cada 10 pasos)
# densidad, volumen, energía potencial media, presión media
# densidad, volumen, energía potencial media, presión media
1.200000	213.333333	-1407.512417	28.813677
1.100000	232.727273	-1516.605448	17.775228
1.000000	256.000000	-1296.790082	15.158949
0.900000	284.444444	-1286.794224	9.142529
0.800000	320.000000	-1223.050695	5.200846
0.700000	365.714286	-1099.515145	3.027057
0.600000	426.666667	-957.953580	1.772244
0.500000	512.000000	-802.017735	1.099620
0.400000	640.000000	-652.200546	0.691547
# Tiempo total de simulación = 6.217806 segundos
# Tiempo simulado = 108.000000 [fs]
# ns/day = 1.500722
# Número de partículas:      256
# Temperatura de referencia: 2.00
# Pasos de equilibración:    500
# Pasos de medición:         1500
# (mediciones cada 10 pasos)
# densidad, volumen, energía potencial media, presión media
1.200000	213.333333	-1408.190959	28.811572
1.100000	232.727273	-1523.179627	17.630149
1.000000	256.000000	-1291.184164	15.246185
0.900000	284.444444	-1288.718562	9.094930
0.800000	320.000000	-1209.886046	5.443209
0.700000	365.714286	-1103.239621	3.016015
0.600000	426.666667	-961.222391	1.762083
0.500000	512.000000	-800.053620	1.094726
0.400000	640.000000	-642.495972	0.733563
# Tiempo total de simulación = 6.295669 segundos
# Tiempo simulado = 108.000000 [fs]
# ns/day = 1.482162

 Performance counter stats for './tiny_md' (10 runs):

          6,191.99 msec task-clock                       #    0.999 CPUs utilized               ( +-  0.22% )
                76      context-switches                 #   12.274 /sec                        ( +-  3.40% )
                 0      cpu-migrations                   #    0.000 /sec                      
                83      page-faults                      #   13.404 /sec                        ( +-  0.37% )
    22,400,422,310      cycles                           #    3.618 GHz                         ( +-  0.23% )
     1,338,987,285      stalled-cycles-frontend          #    5.98% frontend cycles idle        ( +-  0.30% )
    25,680,807,289      instructions                     #    1.15  insn per cycle            
                                                  #    0.05  stalled cycles per insn     ( +-  0.01% )
     4,978,942,853      branches                         #  804.094 M/sec                       ( +-  0.04% )
       382,717,090      branch-misses                    #    7.69% of all branches             ( +-  0.22% )

            6.1952 +- 0.0133 seconds time elapsed  ( +-  0.21% )

